id,algorithm,dataset_type,n_features,n_centers,estimated_n_centers,cluster_std,init_method,distance_metric,criterion,accuracy
51,uofc,gaussian,4,2,2,2.5,,,silhouette,100.0
51,uofc,gaussian,4,2,2,2.5,,,trace,100.0
51,uofc,gaussian,4,2,2,2.5,,,hypervolume,100.0
51,uofc,gaussian,4,2,2,2.5,,,partition_density,100.0
51,uofc,gaussian,4,2,6,2.5,,,avg_partition_density,35.8
51,uofc,gaussian,4,2,2,2.5,,,max_avg_partition_density,100.0
51,uofc,gaussian,4,2,7,2.5,,,normalized_partition_coeff,39.900000000000006
51,uofc,gaussian,4,2,7,2.5,,,invariant,39.900000000000006
52,uofc,gaussian,4,3,3,0.5,,,silhouette,100.0
52,uofc,gaussian,4,3,3,0.5,,,trace,100.0
52,uofc,gaussian,4,3,3,0.5,,,hypervolume,100.0
52,uofc,gaussian,4,3,3,0.5,,,partition_density,100.0
52,uofc,gaussian,4,3,6,0.5,,,avg_partition_density,61.4
52,uofc,gaussian,4,3,3,0.5,,,max_avg_partition_density,100.0
52,uofc,gaussian,4,3,2,0.5,,,normalized_partition_coeff,66.7
52,uofc,gaussian,4,3,7,0.5,,,invariant,74.4
53,uofc,gaussian,4,3,3,1.0,,,silhouette,100.0
53,uofc,gaussian,4,3,3,1.0,,,trace,100.0
53,uofc,gaussian,4,3,3,1.0,,,hypervolume,100.0
53,uofc,gaussian,4,3,3,1.0,,,partition_density,100.0
53,uofc,gaussian,4,3,7,1.0,,,avg_partition_density,46.300000000000004
53,uofc,gaussian,4,3,3,1.0,,,max_avg_partition_density,100.0
53,uofc,gaussian,4,3,2,1.0,,,normalized_partition_coeff,66.7
53,uofc,gaussian,4,3,7,1.0,,,invariant,46.300000000000004
54,uofc,gaussian,4,3,3,2.0,,,silhouette,100.0
54,uofc,gaussian,4,3,3,2.0,,,trace,100.0
54,uofc,gaussian,4,3,3,2.0,,,hypervolume,100.0
54,uofc,gaussian,4,3,3,2.0,,,partition_density,100.0
54,uofc,gaussian,4,3,6,2.0,,,avg_partition_density,51.6
54,uofc,gaussian,4,3,3,2.0,,,max_avg_partition_density,100.0
54,uofc,gaussian,4,3,7,2.0,,,normalized_partition_coeff,46.400000000000006
54,uofc,gaussian,4,3,7,2.0,,,invariant,46.400000000000006
55,uofc,gaussian,4,3,3,2.5,,,silhouette,99.7
55,uofc,gaussian,4,3,3,2.5,,,trace,99.7
55,uofc,gaussian,4,3,3,2.5,,,hypervolume,99.7
55,uofc,gaussian,4,3,3,2.5,,,partition_density,99.7
55,uofc,gaussian,4,3,6,2.5,,,avg_partition_density,51.1
55,uofc,gaussian,4,3,2,2.5,,,max_avg_partition_density,66.7
55,uofc,gaussian,4,3,7,2.5,,,normalized_partition_coeff,47.199999999999996
55,uofc,gaussian,4,3,7,2.5,,,invariant,47.199999999999996
56,uofc,gaussian,4,4,4,0.5,,,silhouette,100.0
56,uofc,gaussian,4,4,4,0.5,,,trace,100.0
56,uofc,gaussian,4,4,4,0.5,,,hypervolume,100.0
56,uofc,gaussian,4,4,4,0.5,,,partition_density,100.0
56,uofc,gaussian,4,4,7,0.5,,,avg_partition_density,63.0
56,uofc,gaussian,4,4,4,0.5,,,max_avg_partition_density,100.0
56,uofc,gaussian,4,4,2,0.5,,,normalized_partition_coeff,50.0
56,uofc,gaussian,4,4,7,0.5,,,invariant,63.0
57,uofc,gaussian,4,4,4,1.0,,,silhouette,100.0
57,uofc,gaussian,4,4,4,1.0,,,trace,100.0
57,uofc,gaussian,4,4,4,1.0,,,hypervolume,100.0
57,uofc,gaussian,4,4,4,1.0,,,partition_density,100.0
57,uofc,gaussian,4,4,6,1.0,,,avg_partition_density,76.1
57,uofc,gaussian,4,4,4,1.0,,,max_avg_partition_density,100.0
57,uofc,gaussian,4,4,2,1.0,,,normalized_partition_coeff,50.0
57,uofc,gaussian,4,4,7,1.0,,,invariant,72.1
58,uofc,gaussian,4,4,4,2.0,,,silhouette,100.0
58,uofc,gaussian,4,4,4,2.0,,,trace,100.0
58,uofc,gaussian,4,4,4,2.0,,,hypervolume,100.0
58,uofc,gaussian,4,4,4,2.0,,,partition_density,100.0
58,uofc,gaussian,4,4,4,2.0,,,avg_partition_density,100.0
58,uofc,gaussian,4,4,4,2.0,,,max_avg_partition_density,100.0
58,uofc,gaussian,4,4,7,2.0,,,normalized_partition_coeff,76.0
58,uofc,gaussian,4,4,7,2.0,,,invariant,76.0
59,uofc,gaussian,4,4,4,2.5,,,silhouette,99.9
59,uofc,gaussian,4,4,4,2.5,,,trace,99.9
59,uofc,gaussian,4,4,4,2.5,,,hypervolume,99.9
59,uofc,gaussian,4,4,4,2.5,,,partition_density,99.9
59,uofc,gaussian,4,4,7,2.5,,,avg_partition_density,66.2
59,uofc,gaussian,4,4,4,2.5,,,max_avg_partition_density,99.9
59,uofc,gaussian,4,4,7,2.5,,,normalized_partition_coeff,66.2
59,uofc,gaussian,4,4,7,2.5,,,invariant,66.2
60,uofc,gaussian,4,5,5,0.5,,,silhouette,100.0
60,uofc,gaussian,4,5,5,0.5,,,trace,100.0
60,uofc,gaussian,4,5,5,0.5,,,hypervolume,100.0
60,uofc,gaussian,4,5,5,0.5,,,partition_density,100.0
60,uofc,gaussian,4,5,7,0.5,,,avg_partition_density,80.30000000000001
60,uofc,gaussian,4,5,5,0.5,,,max_avg_partition_density,100.0
60,uofc,gaussian,4,5,3,0.5,,,normalized_partition_coeff,60.0
60,uofc,gaussian,4,5,7,0.5,,,invariant,80.30000000000001
61,uofc,gaussian,4,5,5,1.0,,,silhouette,100.0
61,uofc,gaussian,4,5,5,1.0,,,trace,100.0
61,uofc,gaussian,4,5,5,1.0,,,hypervolume,100.0
61,uofc,gaussian,4,5,5,1.0,,,partition_density,100.0
61,uofc,gaussian,4,5,5,1.0,,,avg_partition_density,100.0
61,uofc,gaussian,4,5,5,1.0,,,max_avg_partition_density,100.0
61,uofc,gaussian,4,5,3,1.0,,,normalized_partition_coeff,60.0
61,uofc,gaussian,4,5,7,1.0,,,invariant,80.2
62,uofc,gaussian,4,5,5,2.0,,,silhouette,100.0
62,uofc,gaussian,4,5,5,2.0,,,trace,100.0
62,uofc,gaussian,4,5,5,2.0,,,hypervolume,100.0
62,uofc,gaussian,4,5,5,2.0,,,partition_density,100.0
62,uofc,gaussian,4,5,5,2.0,,,avg_partition_density,100.0
62,uofc,gaussian,4,5,5,2.0,,,max_avg_partition_density,100.0
62,uofc,gaussian,4,5,7,2.0,,,normalized_partition_coeff,82.69999999999999
62,uofc,gaussian,4,5,7,2.0,,,invariant,82.69999999999999
63,uofc,gaussian,4,5,5,2.5,,,silhouette,99.8
63,uofc,gaussian,4,5,5,2.5,,,trace,99.8
63,uofc,gaussian,4,5,5,2.5,,,hypervolume,99.8
63,uofc,gaussian,4,5,5,2.5,,,partition_density,99.8
63,uofc,gaussian,4,5,5,2.5,,,avg_partition_density,99.8
63,uofc,gaussian,4,5,4,2.5,,,max_avg_partition_density,80.0
63,uofc,gaussian,4,5,7,2.5,,,normalized_partition_coeff,84.89999999999999
63,uofc,gaussian,4,5,7,2.5,,,invariant,84.89999999999999
64,uofc,gaussian,4,6,6,0.5,,,silhouette,100.0
64,uofc,gaussian,4,6,6,0.5,,,trace,100.0
64,uofc,gaussian,4,6,6,0.5,,,hypervolume,100.0
64,uofc,gaussian,4,6,6,0.5,,,partition_density,100.0
64,uofc,gaussian,4,6,7,0.5,,,avg_partition_density,91.8
64,uofc,gaussian,4,6,6,0.5,,,max_avg_partition_density,100.0
64,uofc,gaussian,4,6,3,0.5,,,normalized_partition_coeff,50.1
64,uofc,gaussian,4,6,2,0.5,,,invariant,33.4
65,uofc,gaussian,4,6,5,1.0,,,silhouette,83.39999999999999
65,uofc,gaussian,4,6,6,1.0,,,trace,99.9
65,uofc,gaussian,4,6,6,1.0,,,hypervolume,99.9
65,uofc,gaussian,4,6,6,1.0,,,partition_density,99.9
65,uofc,gaussian,4,6,6,1.0,,,avg_partition_density,99.9
65,uofc,gaussian,4,6,6,1.0,,,max_avg_partition_density,99.9
65,uofc,gaussian,4,6,4,1.0,,,normalized_partition_coeff,66.7
65,uofc,gaussian,4,6,2,1.0,,,invariant,33.4
66,uofc,gaussian,4,6,5,2.0,,,silhouette,83.39999999999999
66,uofc,gaussian,4,6,6,2.0,,,trace,98.0
66,uofc,gaussian,4,6,6,2.0,,,hypervolume,98.0
66,uofc,gaussian,4,6,6,2.0,,,partition_density,98.0
66,uofc,gaussian,4,6,6,2.0,,,avg_partition_density,98.0
66,uofc,gaussian,4,6,5,2.0,,,max_avg_partition_density,83.39999999999999
66,uofc,gaussian,4,6,7,2.0,,,normalized_partition_coeff,90.7
66,uofc,gaussian,4,6,7,2.0,,,invariant,90.7
67,uofc,gaussian,4,6,5,2.5,,,silhouette,82.69999999999999
67,uofc,gaussian,4,6,5,2.5,,,trace,82.69999999999999
67,uofc,gaussian,4,6,6,2.5,,,hypervolume,95.6
67,uofc,gaussian,4,6,5,2.5,,,partition_density,82.69999999999999
67,uofc,gaussian,4,6,6,2.5,,,avg_partition_density,95.6
67,uofc,gaussian,4,6,4,2.5,,,max_avg_partition_density,66.8
67,uofc,gaussian,4,6,7,2.5,,,normalized_partition_coeff,87.6
67,uofc,gaussian,4,6,7,2.5,,,invariant,87.6
68,uofc,gaussian,4,7,7,0.5,,,silhouette,100.0
68,uofc,gaussian,4,7,7,0.5,,,trace,100.0
68,uofc,gaussian,4,7,7,0.5,,,hypervolume,100.0
68,uofc,gaussian,4,7,7,0.5,,,partition_density,100.0
68,uofc,gaussian,4,7,7,0.5,,,avg_partition_density,100.0
68,uofc,gaussian,4,7,7,0.5,,,max_avg_partition_density,100.0
68,uofc,gaussian,4,7,5,0.5,,,normalized_partition_coeff,71.39999999999999
68,uofc,gaussian,4,7,2,0.5,,,invariant,28.599999999999998
69,uofc,gaussian,4,7,6,1.0,,,silhouette,85.7
69,uofc,gaussian,4,7,7,1.0,,,trace,99.9
69,uofc,gaussian,4,7,7,1.0,,,hypervolume,99.9
69,uofc,gaussian,4,7,7,1.0,,,partition_density,99.9
69,uofc,gaussian,4,7,7,1.0,,,avg_partition_density,99.9
69,uofc,gaussian,4,7,7,1.0,,,max_avg_partition_density,99.9
69,uofc,gaussian,4,7,5,1.0,,,normalized_partition_coeff,71.39999999999999
69,uofc,gaussian,4,7,2,1.0,,,invariant,28.599999999999998
70,uofc,gaussian,4,7,6,2.0,,,silhouette,85.1
70,uofc,gaussian,4,7,7,2.0,,,trace,97.8
70,uofc,gaussian,4,7,7,2.0,,,hypervolume,97.8
70,uofc,gaussian,4,7,7,2.0,,,partition_density,97.8
70,uofc,gaussian,4,7,7,2.0,,,avg_partition_density,97.8
70,uofc,gaussian,4,7,6,2.0,,,max_avg_partition_density,85.1
70,uofc,gaussian,4,7,7,2.0,,,normalized_partition_coeff,97.8
70,uofc,gaussian,4,7,7,2.0,,,invariant,97.8
71,uofc,gaussian,4,7,5,2.5,,,silhouette,71.0
71,uofc,gaussian,4,7,6,2.5,,,trace,83.5
71,uofc,gaussian,4,7,7,2.5,,,hypervolume,94.5
71,uofc,gaussian,4,7,7,2.5,,,partition_density,94.5
71,uofc,gaussian,4,7,7,2.5,,,avg_partition_density,94.5
71,uofc,gaussian,4,7,6,2.5,,,max_avg_partition_density,83.5
71,uofc,gaussian,4,7,7,2.5,,,normalized_partition_coeff,94.5
71,uofc,gaussian,4,7,7,2.5,,,invariant,94.5
72,uofc,gaussian,5,2,2,0.5,,,silhouette,100.0
72,uofc,gaussian,5,2,2,0.5,,,trace,100.0
72,uofc,gaussian,5,2,2,0.5,,,hypervolume,100.0
72,uofc,gaussian,5,2,2,0.5,,,partition_density,100.0
72,uofc,gaussian,5,2,6,0.5,,,avg_partition_density,50.3
72,uofc,gaussian,5,2,2,0.5,,,max_avg_partition_density,100.0
72,uofc,gaussian,5,2,7,0.5,,,normalized_partition_coeff,50.7
72,uofc,gaussian,5,2,6,0.5,,,invariant,50.3
73,uofc,gaussian,5,2,2,1.0,,,silhouette,100.0
73,uofc,gaussian,5,2,2,1.0,,,trace,100.0
73,uofc,gaussian,5,2,2,1.0,,,hypervolume,100.0
73,uofc,gaussian,5,2,2,1.0,,,partition_density,100.0
73,uofc,gaussian,5,2,6,1.0,,,avg_partition_density,50.7
73,uofc,gaussian,5,2,2,1.0,,,max_avg_partition_density,100.0
73,uofc,gaussian,5,2,7,1.0,,,normalized_partition_coeff,50.6
73,uofc,gaussian,5,2,3,1.0,,,invariant,75.2
74,uofc,gaussian,5,2,2,2.0,,,silhouette,100.0
74,uofc,gaussian,5,2,2,2.0,,,trace,100.0
74,uofc,gaussian,5,2,2,2.0,,,hypervolume,100.0
74,uofc,gaussian,5,2,2,2.0,,,partition_density,100.0
74,uofc,gaussian,5,2,6,2.0,,,avg_partition_density,50.6
74,uofc,gaussian,5,2,2,2.0,,,max_avg_partition_density,100.0
74,uofc,gaussian,5,2,7,2.0,,,normalized_partition_coeff,50.5
74,uofc,gaussian,5,2,5,2.0,,,invariant,50.3
75,uofc,gaussian,5,2,2,2.5,,,silhouette,100.0
75,uofc,gaussian,5,2,2,2.5,,,trace,100.0
75,uofc,gaussian,5,2,2,2.5,,,hypervolume,100.0
75,uofc,gaussian,5,2,2,2.5,,,partition_density,100.0
75,uofc,gaussian,5,2,2,2.5,,,avg_partition_density,100.0
75,uofc,gaussian,5,2,2,2.5,,,max_avg_partition_density,100.0
75,uofc,gaussian,5,2,7,2.5,,,normalized_partition_coeff,51.4
75,uofc,gaussian,5,2,5,2.5,,,invariant,50.1
76,uofc,gaussian,5,3,3,0.5,,,silhouette,100.0
76,uofc,gaussian,5,3,3,0.5,,,trace,100.0
76,uofc,gaussian,5,3,3,0.5,,,hypervolume,100.0
76,uofc,gaussian,5,3,3,0.5,,,partition_density,100.0
76,uofc,gaussian,5,3,6,0.5,,,avg_partition_density,51.2
76,uofc,gaussian,5,3,3,0.5,,,max_avg_partition_density,100.0
76,uofc,gaussian,5,3,2,0.5,,,normalized_partition_coeff,66.7
76,uofc,gaussian,5,3,6,0.5,,,invariant,51.2
77,uofc,gaussian,5,3,3,1.0,,,silhouette,100.0
77,uofc,gaussian,5,3,3,1.0,,,trace,100.0
77,uofc,gaussian,5,3,3,1.0,,,hypervolume,100.0
77,uofc,gaussian,5,3,3,1.0,,,partition_density,100.0
77,uofc,gaussian,5,3,6,1.0,,,avg_partition_density,51.1
77,uofc,gaussian,5,3,3,1.0,,,max_avg_partition_density,100.0
77,uofc,gaussian,5,3,7,1.0,,,normalized_partition_coeff,50.7
77,uofc,gaussian,5,3,6,1.0,,,invariant,51.1
78,uofc,gaussian,5,3,2,2.0,,,silhouette,66.7
78,uofc,gaussian,5,3,3,2.0,,,trace,99.7
78,uofc,gaussian,5,3,3,2.0,,,hypervolume,99.7
78,uofc,gaussian,5,3,3,2.0,,,partition_density,99.7
78,uofc,gaussian,5,3,6,2.0,,,avg_partition_density,51.2
78,uofc,gaussian,5,3,2,2.0,,,max_avg_partition_density,66.7
78,uofc,gaussian,5,3,7,2.0,,,normalized_partition_coeff,53.5
78,uofc,gaussian,5,3,7,2.0,,,invariant,53.5
79,uofc,gaussian,5,3,2,2.5,,,silhouette,66.7
79,uofc,gaussian,5,3,3,2.5,,,trace,98.8
79,uofc,gaussian,5,3,3,2.5,,,hypervolume,98.8
79,uofc,gaussian,5,3,3,2.5,,,partition_density,98.8
79,uofc,gaussian,5,3,5,2.5,,,avg_partition_density,71.39999999999999
79,uofc,gaussian,5,3,2,2.5,,,max_avg_partition_density,66.7
79,uofc,gaussian,5,3,7,2.5,,,normalized_partition_coeff,49.4
79,uofc,gaussian,5,3,7,2.5,,,invariant,49.4
80,uofc,gaussian,5,4,4,0.5,,,silhouette,100.0
80,uofc,gaussian,5,4,4,0.5,,,trace,100.0
80,uofc,gaussian,5,4,4,0.5,,,hypervolume,100.0
80,uofc,gaussian,5,4,4,0.5,,,partition_density,100.0
80,uofc,gaussian,5,4,4,0.5,,,avg_partition_density,100.0
80,uofc,gaussian,5,4,4,0.5,,,max_avg_partition_density,100.0
80,uofc,gaussian,5,4,3,0.5,,,normalized_partition_coeff,75.0
80,uofc,gaussian,5,4,7,0.5,,,invariant,63.1
81,uofc,gaussian,5,4,4,1.0,,,silhouette,100.0
81,uofc,gaussian,5,4,4,1.0,,,trace,100.0
81,uofc,gaussian,5,4,4,1.0,,,hypervolume,100.0
81,uofc,gaussian,5,4,4,1.0,,,partition_density,100.0
81,uofc,gaussian,5,4,4,1.0,,,avg_partition_density,100.0
81,uofc,gaussian,5,4,4,1.0,,,max_avg_partition_density,100.0
81,uofc,gaussian,5,4,3,1.0,,,normalized_partition_coeff,75.0
81,uofc,gaussian,5,4,7,1.0,,,invariant,63.1
82,uofc,gaussian,5,4,4,2.0,,,silhouette,99.7
82,uofc,gaussian,5,4,4,2.0,,,trace,99.7
82,uofc,gaussian,5,4,4,2.0,,,hypervolume,99.7
82,uofc,gaussian,5,4,4,2.0,,,partition_density,99.7
82,uofc,gaussian,5,4,4,2.0,,,avg_partition_density,99.7
82,uofc,gaussian,5,4,4,2.0,,,max_avg_partition_density,99.7
82,uofc,gaussian,5,4,7,2.0,,,normalized_partition_coeff,65.10000000000001
82,uofc,gaussian,5,4,7,2.0,,,invariant,65.10000000000001
83,uofc,gaussian,5,4,2,2.5,,,silhouette,50.0
83,uofc,gaussian,5,4,4,2.5,,,trace,98.9
83,uofc,gaussian,5,4,4,2.5,,,hypervolume,98.9
83,uofc,gaussian,5,4,4,2.5,,,partition_density,98.9
83,uofc,gaussian,5,4,4,2.5,,,avg_partition_density,98.9
83,uofc,gaussian,5,4,3,2.5,,,max_avg_partition_density,74.0
83,uofc,gaussian,5,4,7,2.5,,,normalized_partition_coeff,67.7
83,uofc,gaussian,5,4,7,2.5,,,invariant,67.7
84,uofc,gaussian,5,5,5,0.5,,,silhouette,100.0
84,uofc,gaussian,5,5,5,0.5,,,trace,100.0
84,uofc,gaussian,5,5,5,0.5,,,hypervolume,100.0
84,uofc,gaussian,5,5,5,0.5,,,partition_density,100.0
84,uofc,gaussian,5,5,5,0.5,,,avg_partition_density,100.0
84,uofc,gaussian,5,5,5,0.5,,,max_avg_partition_density,100.0
84,uofc,gaussian,5,5,3,0.5,,,normalized_partition_coeff,60.0
84,uofc,gaussian,5,5,6,0.5,,,invariant,90.60000000000001
85,uofc,gaussian,5,5,5,1.0,,,silhouette,100.0
85,uofc,gaussian,5,5,5,1.0,,,trace,100.0
85,uofc,gaussian,5,5,5,1.0,,,hypervolume,100.0
85,uofc,gaussian,5,5,5,1.0,,,partition_density,100.0
85,uofc,gaussian,5,5,5,1.0,,,avg_partition_density,100.0
85,uofc,gaussian,5,5,5,1.0,,,max_avg_partition_density,100.0
85,uofc,gaussian,5,5,4,1.0,,,normalized_partition_coeff,80.0
85,uofc,gaussian,5,5,7,1.0,,,invariant,80.60000000000001
86,uofc,gaussian,5,5,5,2.0,,,silhouette,99.8
86,uofc,gaussian,5,5,5,2.0,,,trace,99.8
86,uofc,gaussian,5,5,5,2.0,,,hypervolume,99.8
86,uofc,gaussian,5,5,5,2.0,,,partition_density,99.8
86,uofc,gaussian,5,5,5,2.0,,,avg_partition_density,99.8
86,uofc,gaussian,5,5,4,2.0,,,max_avg_partition_density,79.9
86,uofc,gaussian,5,5,7,2.0,,,normalized_partition_coeff,82.3
86,uofc,gaussian,5,5,7,2.0,,,invariant,82.3
87,uofc,gaussian,5,5,2,2.5,,,silhouette,40.0
87,uofc,gaussian,5,5,5,2.5,,,trace,98.6
87,uofc,gaussian,5,5,5,2.5,,,hypervolume,98.6
87,uofc,gaussian,5,5,5,2.5,,,partition_density,98.6
87,uofc,gaussian,5,5,5,2.5,,,avg_partition_density,98.6
87,uofc,gaussian,5,5,3,2.5,,,max_avg_partition_density,60.0
87,uofc,gaussian,5,5,7,2.5,,,normalized_partition_coeff,86.4
87,uofc,gaussian,5,5,7,2.5,,,invariant,86.4
88,uofc,gaussian,5,6,6,0.5,,,silhouette,100.0
88,uofc,gaussian,5,6,6,0.5,,,trace,100.0
88,uofc,gaussian,5,6,6,0.5,,,hypervolume,100.0
88,uofc,gaussian,5,6,6,0.5,,,partition_density,100.0
88,uofc,gaussian,5,6,6,0.5,,,avg_partition_density,100.0
88,uofc,gaussian,5,6,6,0.5,,,max_avg_partition_density,100.0
88,uofc,gaussian,5,6,4,0.5,,,normalized_partition_coeff,66.7
88,uofc,gaussian,5,6,7,0.5,,,invariant,91.7
89,uofc,gaussian,5,6,6,1.0,,,silhouette,100.0
89,uofc,gaussian,5,6,6,1.0,,,trace,100.0
89,uofc,gaussian,5,6,6,1.0,,,hypervolume,100.0
89,uofc,gaussian,5,6,6,1.0,,,partition_density,100.0
89,uofc,gaussian,5,6,6,1.0,,,avg_partition_density,100.0
89,uofc,gaussian,5,6,6,1.0,,,max_avg_partition_density,100.0
89,uofc,gaussian,5,6,4,1.0,,,normalized_partition_coeff,66.7
89,uofc,gaussian,5,6,7,1.0,,,invariant,91.8
90,uofc,gaussian,5,6,6,2.0,,,silhouette,99.9
90,uofc,gaussian,5,6,6,2.0,,,trace,99.9
90,uofc,gaussian,5,6,6,2.0,,,hypervolume,99.9
90,uofc,gaussian,5,6,6,2.0,,,partition_density,99.9
90,uofc,gaussian,5,6,6,2.0,,,avg_partition_density,99.9
90,uofc,gaussian,5,6,6,2.0,,,max_avg_partition_density,99.9
90,uofc,gaussian,5,6,7,2.0,,,normalized_partition_coeff,92.9
90,uofc,gaussian,5,6,7,2.0,,,invariant,92.9
91,uofc,gaussian,5,6,3,2.5,,,silhouette,50.0
91,uofc,gaussian,5,6,6,2.5,,,trace,98.5
91,uofc,gaussian,5,6,6,2.5,,,hypervolume,98.5
91,uofc,gaussian,5,6,6,2.5,,,partition_density,98.5
91,uofc,gaussian,5,6,7,2.5,,,avg_partition_density,92.4
91,uofc,gaussian,5,6,4,2.5,,,max_avg_partition_density,66.10000000000001
91,uofc,gaussian,5,6,7,2.5,,,normalized_partition_coeff,92.4
91,uofc,gaussian,5,6,7,2.5,,,invariant,92.4
92,uofc,gaussian,5,7,7,0.5,,,silhouette,100.0
92,uofc,gaussian,5,7,7,0.5,,,trace,100.0
92,uofc,gaussian,5,7,7,0.5,,,hypervolume,100.0
92,uofc,gaussian,5,7,7,0.5,,,partition_density,100.0
92,uofc,gaussian,5,7,7,0.5,,,avg_partition_density,100.0
92,uofc,gaussian,5,7,7,0.5,,,max_avg_partition_density,100.0
92,uofc,gaussian,5,7,3,0.5,,,normalized_partition_coeff,42.9
92,uofc,gaussian,5,7,5,0.5,,,invariant,71.39999999999999
93,uofc,gaussian,5,7,7,1.0,,,silhouette,100.0
93,uofc,gaussian,5,7,7,1.0,,,trace,100.0
93,uofc,gaussian,5,7,7,1.0,,,hypervolume,100.0
93,uofc,gaussian,5,7,7,1.0,,,partition_density,100.0
93,uofc,gaussian,5,7,7,1.0,,,avg_partition_density,100.0
93,uofc,gaussian,5,7,7,1.0,,,max_avg_partition_density,100.0
93,uofc,gaussian,5,7,5,1.0,,,normalized_partition_coeff,71.39999999999999
93,uofc,gaussian,5,7,2,1.0,,,invariant,28.599999999999998
94,uofc,gaussian,5,7,7,2.0,,,silhouette,99.6
94,uofc,gaussian,5,7,7,2.0,,,trace,99.6
94,uofc,gaussian,5,7,7,2.0,,,hypervolume,99.6
94,uofc,gaussian,5,7,7,2.0,,,partition_density,99.6
94,uofc,gaussian,5,7,7,2.0,,,avg_partition_density,99.6
94,uofc,gaussian,5,7,7,2.0,,,max_avg_partition_density,99.6
94,uofc,gaussian,5,7,7,2.0,,,normalized_partition_coeff,99.6
94,uofc,gaussian,5,7,7,2.0,,,invariant,99.6
95,uofc,gaussian,5,7,7,2.5,,,silhouette,98.8
95,uofc,gaussian,5,7,7,2.5,,,trace,98.8
95,uofc,gaussian,5,7,7,2.5,,,hypervolume,98.8
95,uofc,gaussian,5,7,7,2.5,,,partition_density,98.8
95,uofc,gaussian,5,7,7,2.5,,,avg_partition_density,98.8
95,uofc,gaussian,5,7,7,2.5,,,max_avg_partition_density,98.8
95,uofc,gaussian,5,7,7,2.5,,,normalized_partition_coeff,98.8
95,uofc,gaussian,5,7,7,2.5,,,invariant,98.8
96,uofc,gaussian,6,2,2,0.5,,,silhouette,100.0
96,uofc,gaussian,6,2,2,0.5,,,trace,100.0
96,uofc,gaussian,6,2,2,0.5,,,hypervolume,100.0
96,uofc,gaussian,6,2,2,0.5,,,partition_density,100.0
96,uofc,gaussian,6,2,7,0.5,,,avg_partition_density,50.4
96,uofc,gaussian,6,2,2,0.5,,,max_avg_partition_density,100.0
96,uofc,gaussian,6,2,7,0.5,,,normalized_partition_coeff,50.4
96,uofc,gaussian,6,2,3,0.5,,,invariant,75.8
97,uofc,gaussian,6,2,2,1.0,,,silhouette,100.0
97,uofc,gaussian,6,2,2,1.0,,,trace,100.0
97,uofc,gaussian,6,2,2,1.0,,,hypervolume,100.0
97,uofc,gaussian,6,2,2,1.0,,,partition_density,100.0
97,uofc,gaussian,6,2,2,1.0,,,avg_partition_density,100.0
97,uofc,gaussian,6,2,2,1.0,,,max_avg_partition_density,100.0
97,uofc,gaussian,6,2,7,1.0,,,normalized_partition_coeff,49.9
97,uofc,gaussian,6,2,7,1.0,,,invariant,49.9
98,uofc,gaussian,6,2,2,2.0,,,silhouette,100.0
98,uofc,gaussian,6,2,2,2.0,,,trace,100.0
98,uofc,gaussian,6,2,2,2.0,,,hypervolume,100.0
98,uofc,gaussian,6,2,2,2.0,,,partition_density,100.0
98,uofc,gaussian,6,2,2,2.0,,,avg_partition_density,100.0
98,uofc,gaussian,6,2,2,2.0,,,max_avg_partition_density,100.0
98,uofc,gaussian,6,2,7,2.0,,,normalized_partition_coeff,51.6
98,uofc,gaussian,6,2,3,2.0,,,invariant,76.3
99,uofc,gaussian,6,2,2,2.5,,,silhouette,99.9
99,uofc,gaussian,6,2,2,2.5,,,trace,99.9
99,uofc,gaussian,6,2,2,2.5,,,hypervolume,99.9
99,uofc,gaussian,6,2,2,2.5,,,partition_density,99.9
99,uofc,gaussian,6,2,4,2.5,,,avg_partition_density,50.9
99,uofc,gaussian,6,2,2,2.5,,,max_avg_partition_density,99.9
99,uofc,gaussian,6,2,7,2.5,,,normalized_partition_coeff,52.1
99,uofc,gaussian,6,2,4,2.5,,,invariant,50.9
100,uofc,gaussian,6,3,3,0.5,,,silhouette,100.0
100,uofc,gaussian,6,3,3,0.5,,,trace,100.0
100,uofc,gaussian,6,3,3,0.5,,,hypervolume,100.0
100,uofc,gaussian,6,3,3,0.5,,,partition_density,100.0
100,uofc,gaussian,6,3,3,0.5,,,avg_partition_density,100.0
100,uofc,gaussian,6,3,3,0.5,,,max_avg_partition_density,100.0
100,uofc,gaussian,6,3,2,0.5,,,normalized_partition_coeff,66.7
100,uofc,gaussian,6,3,5,0.5,,,invariant,83.89999999999999
101,uofc,gaussian,6,3,3,1.0,,,silhouette,100.0
101,uofc,gaussian,6,3,3,1.0,,,trace,100.0
101,uofc,gaussian,6,3,3,1.0,,,hypervolume,100.0
101,uofc,gaussian,6,3,3,1.0,,,partition_density,100.0
101,uofc,gaussian,6,3,3,1.0,,,avg_partition_density,100.0
101,uofc,gaussian,6,3,3,1.0,,,max_avg_partition_density,100.0
101,uofc,gaussian,6,3,2,1.0,,,normalized_partition_coeff,66.7
101,uofc,gaussian,6,3,6,1.0,,,invariant,66.2
102,uofc,gaussian,6,3,3,2.0,,,silhouette,100.0
102,uofc,gaussian,6,3,3,2.0,,,trace,100.0
102,uofc,gaussian,6,3,3,2.0,,,hypervolume,100.0
102,uofc,gaussian,6,3,3,2.0,,,partition_density,100.0
