id,algorithm,dataset_type,n_features,n_centers,estimated_n_centers,cluster_std,init_method,distance_metric,criterion,accuracy
212,uofc,gaussian,10,7,7,0.5,,,invariant,100.0
213,uofc,gaussian,10,7,7,1.0,,,silhouette,100.0
213,uofc,gaussian,10,7,7,1.0,,,trace,100.0
213,uofc,gaussian,10,7,7,1.0,,,hypervolume,100.0
213,uofc,gaussian,10,7,7,1.0,,,partition_density,100.0
213,uofc,gaussian,10,7,7,1.0,,,avg_partition_density,100.0
213,uofc,gaussian,10,7,7,1.0,,,max_avg_partition_density,100.0
213,uofc,gaussian,10,7,4,1.0,,,normalized_partition_coeff,57.199999999999996
213,uofc,gaussian,10,7,7,1.0,,,invariant,100.0
214,uofc,gaussian,10,7,7,2.0,,,silhouette,100.0
214,uofc,gaussian,10,7,7,2.0,,,trace,100.0
214,uofc,gaussian,10,7,7,2.0,,,hypervolume,100.0
214,uofc,gaussian,10,7,7,2.0,,,partition_density,100.0
214,uofc,gaussian,10,7,7,2.0,,,avg_partition_density,100.0
214,uofc,gaussian,10,7,7,2.0,,,max_avg_partition_density,100.0
214,uofc,gaussian,10,7,6,2.0,,,normalized_partition_coeff,85.7
214,uofc,gaussian,10,7,7,2.0,,,invariant,100.0
215,uofc,gaussian,10,7,7,2.5,,,silhouette,99.9
215,uofc,gaussian,10,7,7,2.5,,,trace,99.9
215,uofc,gaussian,10,7,7,2.5,,,hypervolume,99.9
215,uofc,gaussian,10,7,7,2.5,,,partition_density,99.9
215,uofc,gaussian,10,7,7,2.5,,,avg_partition_density,99.9
215,uofc,gaussian,10,7,7,2.5,,,max_avg_partition_density,99.9
215,uofc,gaussian,10,7,7,2.5,,,normalized_partition_coeff,99.9
215,uofc,gaussian,10,7,4,2.5,,,invariant,57.099999999999994
216,uofc,iris,4,3,2,,,,silhouette,66.66666666666666
216,uofc,iris,4,3,3,,,,trace,84.0
216,uofc,iris,4,3,7,,,,hypervolume,45.33333333333333
216,uofc,iris,4,3,2,,,,partition_density,66.66666666666666
216,uofc,iris,4,3,7,,,,avg_partition_density,45.33333333333333
216,uofc,iris,4,3,4,,,,max_avg_partition_density,70.66666666666667
216,uofc,iris,4,3,7,,,,normalized_partition_coeff,45.33333333333333
216,uofc,iris,4,3,5,,,,invariant,63.33333333333333
217,uofc,wine,13,3,3,,,,silhouette,96.62921348314607
217,uofc,wine,13,3,2,,,,trace,60.1123595505618
217,uofc,wine,13,3,3,,,,hypervolume,96.62921348314607
217,uofc,wine,13,3,3,,,,partition_density,96.62921348314607
217,uofc,wine,13,3,5,,,,avg_partition_density,73.03370786516854
217,uofc,wine,13,3,5,,,,max_avg_partition_density,73.03370786516854
217,uofc,wine,13,3,7,,,,normalized_partition_coeff,57.30337078651685
217,uofc,wine,13,3,6,,,,invariant,55.61797752808989
218,uofc,breast_cancer,30,2,2,,,,silhouette,91.3884007029877
218,uofc,breast_cancer,30,2,2,,,,trace,91.3884007029877
218,uofc,breast_cancer,30,2,4,,,,hypervolume,52.02108963093146
218,uofc,breast_cancer,30,2,3,,,,partition_density,69.77152899824253
218,uofc,breast_cancer,30,2,3,,,,avg_partition_density,69.77152899824253
218,uofc,breast_cancer,30,2,2,,,,max_avg_partition_density,91.3884007029877
218,uofc,breast_cancer,30,2,7,,,,normalized_partition_coeff,46.92442882249561
218,uofc,breast_cancer,30,2,7,,,,invariant,46.92442882249561
